Activo,SMA,Banda,Semanas,X,Y,Logica,Sharpe_completo,CAGR_completo,MaxDD_completo,Rotacion,PeorAnio,Sharpe_2000-2009,CAGR_2000-2009,MaxDD_2000-2009,Sharpe_2010-2019,CAGR_2010-2019,MaxDD_2010-2019,Sharpe_ultimos10,CAGR_ultimos10,MaxDD_ultimos10
SPY,100,0.02,26,15,6,AND,0.4339770833413514,0.0700817118562242,-0.4047073145743682,3.1988282680336875,-0.2152438860603251,-0.0999072645078384,0.0125549349835016,-0.3479535475034292,0.4972438527993755,0.053893432587925,-0.2099710166895184,0.7334194650204238,0.1041234697982567,-0.185917185235225
SPY,100,0.02,26,15,8,AND,0.4415280328881423,0.0713656681772525,-0.3799460495660943,3.2603441962651045,-0.2152438860603251,-0.0740479328471755,0.014873172119173,-0.3208316032846314,0.5258499888017016,0.0572556199810021,-0.2099710166895193,0.7187652424917632,0.103811781944006,-0.194352415453605
SPY,100,0.02,26,18,2,AND,0.500700665921879,0.0758449411204094,-0.2708471641235268,2.768216770413768,-0.2152438860603239,0.1161763019737647,0.0336559774790763,-0.2013314935641645,0.5207871125327982,0.0545910003084906,-0.1684898421625691,0.7858206933397129,0.104704195646887,-0.1517711489559406
SPY,100,0.02,26,18,4,AND,0.5130316109894923,0.0780038473886091,-0.2980876080992901,2.8912486268766022,-0.2152438860603247,0.1282373181215035,0.0348851100109559,-0.2311689756863039,0.5476309741763198,0.0576802389656156,-0.1550181994257261,0.7568164835569468,0.1032806206749583,-0.1406016966508396
SPY,100,0.02,26,18,6,AND,0.4390096656945036,0.0707257148872082,-0.4047073145743682,3.1988282680336875,-0.2152438860603251,-0.0999072645078384,0.0125549349835016,-0.3479535475034292,0.5144283944484462,0.055960215356319,-0.2099710166895193,0.7334194650204238,0.1041234697982567,-0.185917185235225
SPY,100,0.02,26,18,8,AND,0.4422608213132135,0.0714553581208183,-0.3799460495660943,3.3218601244965216,-0.2152438860603251,-0.0740479328471755,0.014873172119173,-0.3208316032846314,0.5258499888017016,0.0572556199810021,-0.2099710166895193,0.7211841511314023,0.1041129575524064,-0.1921567483205212
SPY,100,0.02,39,8,2,AND,0.4724280241744827,0.0704799165312226,-0.1946706486755437,2.460637129256683,-0.1578967355300382,0.2102879538570496,0.0410909762001698,-0.1429676754953376,0.4996670246792128,0.0503038425785937,-0.18603336638749,0.6550035947556349,0.0866708106189033,-0.1906076106599586
SPY,100,0.02,39,8,4,AND,0.4844436702151992,0.0733092177661791,-0.2277500259434124,2.829732698645185,-0.1688602734402162,0.1961574180582395,0.04031194351264,-0.1541255783041683,0.4782921959361478,0.0498505352805853,-0.1706363422555473,0.6604037813683353,0.0904144678705554,-0.164322373573563
SPY,100,0.02,39,8,6,AND,0.4833536990372088,0.0738718529643525,-0.2561976020329681,3.0757964115708534,-0.1994771868836193,0.1912361253189455,0.0400116760608642,-0.1852852776007539,0.4939660588058467,0.0521758017030162,-0.1972727333389498,0.6371563551054056,0.0899393487054012,-0.185917185235225
SPY,100,0.02,39,8,8,AND,0.5182957939112391,0.0784570367626491,-0.2693112253296087,3.9985353350421096,-0.2135908206125074,0.207249442459911,0.0415554047652795,-0.1996491220747329,0.490283952380691,0.0526149065668792,-0.2191526898198771,0.7550504215572876,0.1044756799850941,-0.1549609341603703
SPY,100,0.02,39,10,2,AND,0.4756647593100536,0.0714593530932534,-0.2412909801358524,2.5221530574881,-0.1578967355300378,0.1845619269646417,0.0390148952028002,-0.1429676754953376,0.4161496127518693,0.0422680173851852,-0.1860333663874901,0.8034064098016435,0.1040891402019406,-0.1517711489559402
SPY,100,0.02,39,10,4,AND,0.5086926207606843,0.0764578859315199,-0.2315226773668106,2.706700842182351,-0.1729206173415257,0.1890121895755543,0.0397882668147793,-0.158257905203789,0.4782921959361478,0.0498505352805853,-0.1706363422555473,0.7379701281568726,0.100736618900576,-0.1406016966508403
SPY,100,0.02,39,10,6,AND,0.5048664966666708,0.0766410367635985,-0.2708471641235285,2.8912486268766022,-0.2152438860603251,0.1658550125292958,0.0378868136163497,-0.2013314935641645,0.509366514943005,0.0538822506405916,-0.1841794304070221,0.7125145678852494,0.0995348285991561,-0.185917185235225
